date,category,time,location
Thursday 23.05.2024,Missiles,15:37,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Kfar Giladi"
Thursday 23.05.2024,Missiles,15:35,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Kfar Giladi"
Thursday 23.05.2024,Missiles,14:42,Kerem Shalom
Thursday 23.05.2024,Missiles,14:40,Kerem Shalom
Thursday 23.05.2024,Missiles,14:34,"Tel Hai, Kfar Giladi"
Thursday 23.05.2024,Missiles,14:34,Ma'ayan Baruch
Thursday 23.05.2024,Missiles,14:34,Kiryat Shmona
Thursday 23.05.2024,Missiles,14:34,"HaGoshrim, Beit Hillel"
Thursday 23.05.2024,Missiles,14:30,Kiryat Shmona
Thursday 23.05.2024,Missiles,14:30,"HaGoshrim, Ma'ayan Baruch, Beit Hillel"
Thursday 23.05.2024,Hostile aircraft intrusion,12:47,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Thursday 23.05.2024,Missiles,11:51,Sdeh Eliezer
Thursday 23.05.2024,Missiles,11:50,Ayelet HaShachar
Thursday 23.05.2024,Missiles,11:50,Alma
Thursday 23.05.2024,Missiles,11:50,"Yir'on, Avivim"
Thursday 23.05.2024,Missiles,11:50,Rehaniya
Thursday 23.05.2024,Missiles,11:50,Alma
Thursday 23.05.2024,Missiles,11:50,Ayelet HaShachar
Thursday 23.05.2024,Hostile aircraft intrusion,11:38,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Thursday 23.05.2024,Missiles,08:20,Metulla
Wednesday 22.05.2024,Hostile aircraft intrusion,20:12,"Shchoret Industrial Zone, Eilat, Eilot"
Wednesday 22.05.2024,Missiles,18:38,"Shlomi, Rosh HaNikra, Hanita, Betzet"
Wednesday 22.05.2024,Missiles,15:39,Ghajar
Wednesday 22.05.2024,Missiles,08:46,Malkia
Tuesday 21.05.2024,Missiles,23:40,Dafna
Tuesday 21.05.2024,Missiles,23:39,Ma'ayan Baruch
Tuesday 21.05.2024,Missiles,17:17,Baram
Tuesday 21.05.2024,Missiles,16:59,Zikim
Tuesday 21.05.2024,Missiles,16:59,Ashkelon Southern Industrial Zone
Tuesday 21.05.2024,Hostile aircraft intrusion,09:32,"Arab al-Aramshe, Ya'ara, Hanita, Gornot HaGalil, Goren, Eilon, Idmit"
Tuesday 21.05.2024,Hostile aircraft intrusion,09:30,"Arab al-Aramshe, Ya'ara, Hanita, Gornot HaGalil, Goren, Eilon, Idmit"
Tuesday 21.05.2024,Missiles,02:29,"Shtula, Shomera, Netua, Even Menachem"
Monday 20.05.2024,Missiles,21:54,Malkia
Monday 20.05.2024,Missiles,21:12,Misgav Am
Monday 20.05.2024,Hostile aircraft intrusion,15:18,"Ramot Naftali, Mevo'ot Hermon Regional Council, Malkia, Iftach, Dishon"
Monday 20.05.2024,Missiles,13:41,Kiryat Shmona
Monday 20.05.2024,Hostile aircraft intrusion,12:16,"Shlomi, Rosh HaNikra, Arab al-Aramshe, Metzuba, Lehman, Ya'ara, Hanita, Gornot HaGalil, Goren, Betzet, Eilon, Achziv Miluot Industrial Zone, Idmit"
Monday 20.05.2024,Missiles,08:30,"Gavim, Sapir College"
Monday 20.05.2024,Missiles,08:30,"Mefalsim, Sderot, Ivim, Nir Am"
Sunday 19.05.2024,Missiles,23:35,Metulla
Sunday 19.05.2024,Missiles,23:28,Metulla
Sunday 19.05.2024,Missiles,21:02,"Sa'ad, Zimrat and Shuva"
Sunday 19.05.2024,Missiles,21:02,Nachal Oz
Sunday 19.05.2024,Hostile aircraft intrusion,20:05,"Snir, Shear Yeshuv, Dan, Ghajar, HaGoshrim, Dafna"
Sunday 19.05.2024,Hostile aircraft intrusion,19:52,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Sunday 19.05.2024,Hostile aircraft intrusion,19:27,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Sunday 19.05.2024,Hostile aircraft intrusion,19:26,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Sunday 19.05.2024,Missiles,17:50,Malkia
Sunday 19.05.2024,Hostile aircraft intrusion,16:44,"Rehaniya, Alma, Kerem Ben Zimra, Yir'on, Dalton, Jish (Gush Halav), Baram, Ramat Dalton Industrial Zone, Avivim"
Sunday 19.05.2024,Hostile aircraft intrusion,11:55,"Snir, Shear Yeshuv, Dan, Ghajar, HaGoshrim, Dafna, Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Sunday 19.05.2024,Hostile aircraft intrusion,10:34,"Yir'on, Baram, Avivim"
Sunday 19.05.2024,Hostile aircraft intrusion,10:05,"Ramot Naftali, Mevo'ot Hermon Regional Council, Malkia, Iftach, Dishon"
Sunday 19.05.2024,Missiles,10:04,Malkia
Sunday 19.05.2024,Missiles,09:02,"Sderot, Ivim, Nir Am"
Sunday 19.05.2024,Missiles,06:28,Kfar Azza
Saturday 18.05.2024,Missiles,21:40,Ashkelon - South
Saturday 18.05.2024,Hostile aircraft intrusion,19:57,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Saturday 18.05.2024,Hostile aircraft intrusion,18:51,"Yir'on, Baram, Avivim"
Saturday 18.05.2024,Hostile aircraft intrusion,18:06,"Shlomi, Rosh HaNikra, Arab al-Aramshe, Metzuba, Lehman, Ya'ara, Hanita, Gornot HaGalil, Goren, Betzet, Eilon, Achziv Miluot Industrial Zone, Idmit"
Saturday 18.05.2024,Missiles,18:00,Shtula
Saturday 18.05.2024,Hostile aircraft intrusion,17:47,"Yir'on, Baram, Avivim"
Saturday 18.05.2024,Hostile aircraft intrusion,17:28,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Saturday 18.05.2024,Hostile aircraft intrusion,17:13,"Sassa, Matat, Dovev"
Saturday 18.05.2024,Missiles,16:02,Zikim
Saturday 18.05.2024,Missiles,16:02,Ashkelon Southern Industrial Zone
Saturday 18.05.2024,Hostile aircraft intrusion,15:54,"Ramot Naftali, Mevo'ot Hermon Regional Council, Malkia, Iftach, Dishon"
Saturday 18.05.2024,Hostile aircraft intrusion,14:31,"Shlomi, Rosh HaNikra, Metzuba, Lehman, Betzet, Achziv Miluot Industrial Zone"
Saturday 18.05.2024,Hostile aircraft intrusion,13:57,"Ramot Naftali, Mevo'ot Hermon Regional Council, Malkia, Iftach, Dishon"
Saturday 18.05.2024,Hostile aircraft intrusion,07:56,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Saturday 18.05.2024,Hostile aircraft intrusion,07:38,"Snir, Shear Yeshuv, Dan, Ghajar, HaGoshrim, Dafna, Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Saturday 18.05.2024,Hostile aircraft intrusion,07:22,"Shamir, Sdeh Nechemia, Amir, Neot Mordechai, Lehavot HaBashan, Kfar Szold, Kfar Blum, Gonen"
Saturday 18.05.2024,Hostile aircraft intrusion,07:22,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Saturday 18.05.2024,Hostile aircraft intrusion,07:15,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Friday 17.05.2024,Hostile aircraft intrusion,19:13,"Avdon, Neveh Ziv, Manot"
Friday 17.05.2024,Hostile aircraft intrusion,19:12,"Shamir, Sdeh Nechemia, Amir, Neot Mordechai, Lehavot HaBashan, Kfar Szold, Kfar Blum, Gonen"
Friday 17.05.2024,Hostile aircraft intrusion,19:10,"Snir, Shear Yeshuv, Dan, Ghajar, HaGoshrim, Dafna"
Friday 17.05.2024,Missiles,19:10,Metulla
Friday 17.05.2024,Hostile aircraft intrusion,19:09,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Friday 17.05.2024,Missiles,17:11,Ma'ayan Baruch
Friday 17.05.2024,Missiles,16:26,Katzrin
Friday 17.05.2024,Missiles,16:01,"Sderot, Ivim, Nir Am"
Friday 17.05.2024,Missiles,15:35,Alumim
Friday 17.05.2024,Missiles,15:35,Fassuta
Friday 17.05.2024,Hostile aircraft intrusion,15:12,"Snir, Shear Yeshuv, Dan, Ghajar, HaGoshrim, Dafna"
Friday 17.05.2024,Hostile aircraft intrusion,15:11,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Friday 17.05.2024,Missiles,14:32,Katzrin
Friday 17.05.2024,Missiles,14:32,Gadot
Friday 17.05.2024,Missiles,14:31,Katzrin
Friday 17.05.2024,Missiles,14:31,Snir
Friday 17.05.2024,Missiles,14:31,"Shear Yeshuv, Dan, HaGoshrim, Dafna"
Friday 17.05.2024,Missiles,14:31,Ma'ayan Baruch
Friday 17.05.2024,Missiles,14:31,Katzrin
Friday 17.05.2024,Missiles,14:30,Snir
Friday 17.05.2024,Missiles,14:30,"Shear Yeshuv, Dan, HaGoshrim, Dafna"
Friday 17.05.2024,Missiles,13:36,"Rehaniya, Kadita, Kerem Ben Zimra, Dalton, Ramat Dalton Industrial Zone"
Friday 17.05.2024,Missiles,13:35,"Dalton, Ramat Dalton Industrial Zone"
Friday 17.05.2024,Missiles,12:29,"Sderot, Ivim, Nir Am"
Friday 17.05.2024,Missiles,10:44,"Netiv HaAssara, Karmia, Yad Mordechai, Erez"
Friday 17.05.2024,Hostile aircraft intrusion,06:16,"Arab al-Aramshe, Ya'ara, Hanita, Gornot HaGalil, Goren, Eilon, Idmit"
Friday 17.05.2024,Hostile aircraft intrusion,05:36,"Ein Yacov, Cabri, Yechiam, Ga'aton"
Friday 17.05.2024,Hostile aircraft intrusion,05:33,"Ein Yacov, Avdon, Neveh Ziv, Manot, Cabri, Yechiam, Ga'aton"
Friday 17.05.2024,Hostile aircraft intrusion,05:31,"Ein Yacov, Avdon, Neveh Ziv, Manot, Cabri, Yechiam, Ga'aton"
Friday 17.05.2024,Missiles,05:30,"Achziv Miluot Industrial Zone, Nahariya"
Friday 17.05.2024,Hostile aircraft intrusion,05:29,"Shavei Zion, Evron, Sa'ar, Nahariya, Gesher HaZiv, Ben Ami"
Friday 17.05.2024,Hostile aircraft intrusion,05:24,"Avdon, Neveh Ziv, Manot"
Friday 17.05.2024,Hostile aircraft intrusion,05:24,"Shlomi, Rosh HaNikra, Metzuba, Lehman, Betzet, Achziv Miluot Industrial Zone, Shavei Zion, Evron, Sa'ar, Nahariya, Gesher HaZiv, Ben Ami"
Friday 17.05.2024,Hostile aircraft intrusion,05:22,"Shlomi, Rosh HaNikra, Metzuba, Lehman, Betzet, Achziv Miluot Industrial Zone"
Friday 17.05.2024,Hostile aircraft intrusion,05:21,"Shavei Zion, Evron, Sa'ar, Nahariya, Gesher HaZiv, Ben Ami"
Thursday 16.05.2024,Missiles,22:48,Margaliot
Thursday 16.05.2024,Hostile aircraft intrusion,22:29,"Shtula, Shomera, Arab al-Aramshe, Ya'ara, Hanita, Zarit, Gornot HaGalil, Goren, Eilon, Idmit, Even Menachem"
Thursday 16.05.2024,Missiles,22:17,"Shear Yeshuv, Dan, Dafna"
Thursday 16.05.2024,Hostile aircraft intrusion,22:16,"Snir, Shear Yeshuv, Dan, Ghajar, HaGoshrim, Dafna"
Thursday 16.05.2024,Missiles,21:00,Mefalsim
Thursday 16.05.2024,Missiles,21:00,Nir- Um shooting range
Thursday 16.05.2024,Missiles,19:44,Kerem Shalom
Thursday 16.05.2024,Hostile aircraft intrusion,18:54,"Shamir, Sdeh Nechemia, Amir, Neot Mordechai, Lehavot HaBashan, Kfar Szold, Kfar Blum, Gonen"
Thursday 16.05.2024,Hostile aircraft intrusion,18:54,"Snir, Shear Yeshuv, Dan, Ghajar, HaGoshrim, Dafna"
Thursday 16.05.2024,Hostile aircraft intrusion,18:53,"Ramot Naftali, Mevo'ot Hermon Regional Council, Malkia, Iftach, Dishon"
Thursday 16.05.2024,Hostile aircraft intrusion,18:52,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Thursday 16.05.2024,Hostile aircraft intrusion,18:17,"Shlomi, Rosh HaNikra, Arab al-Aramshe, Metzuba, Lehman, Ya'ara, Hanita, Gornot HaGalil, Goren, Betzet, Eilon, Achziv Miluot Industrial Zone, Idmit"
Thursday 16.05.2024,Missiles,17:32,"Shlomi, Rosh HaNikra, Metzuba, Lehman, Ya'ara, Hanita, Betzet"
Thursday 16.05.2024,Missiles,17:31,"Shlomi, Metzuba, Ya'ara, Hanita, Idmit"
Thursday 16.05.2024,Missiles,17:02,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Kfar Giladi"
Thursday 16.05.2024,Hostile aircraft intrusion,16:25,"Snir, Shear Yeshuv, Dan, Ghajar, HaGoshrim, Dafna, Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Thursday 16.05.2024,Hostile aircraft intrusion,15:33,"Snir, Shear Yeshuv, Dan, Ghajar, HaGoshrim, Dafna, Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Thursday 16.05.2024,Missiles,12:18,Kerem Shalom
Thursday 16.05.2024,Missiles,11:31,Nachal Oz
Thursday 16.05.2024,Missiles,11:10,Zarit
Thursday 16.05.2024,Missiles,11:09,Zarit
Thursday 16.05.2024,Missiles,11:08,Zarit
Thursday 16.05.2024,Missiles,11:07,Zarit
Thursday 16.05.2024,Missiles,11:07,Zarit
Thursday 16.05.2024,Hostile aircraft intrusion,11:06,"Shtula, Shomera, Zarit, Even Menachem"
Thursday 16.05.2024,Missiles,11:04,Zarit
Thursday 16.05.2024,Missiles,10:03,Kela
Thursday 16.05.2024,Missiles,10:03,Lehavot HaBashan
Thursday 16.05.2024,Missiles,10:03,Kela
Thursday 16.05.2024,Hostile aircraft intrusion,08:31,"Tzuriel, Zivon, Peki'in, Hurfeish, Sdeh Meron School"
Thursday 16.05.2024,Missiles,08:30,Sdeh Meron School
Thursday 16.05.2024,Missiles,08:30,Hurfeish
Thursday 16.05.2024,Hostile aircraft intrusion,08:30,"Sassa, Matat, Dovev"
Thursday 16.05.2024,Hostile aircraft intrusion,08:27,"Sassa, Matat, Dovev"
Thursday 16.05.2024,Missiles,08:27,Hurfeish
Thursday 16.05.2024,Missiles,08:27,Matat
Thursday 16.05.2024,Hostile aircraft intrusion,07:21,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Thursday 16.05.2024,Missiles,06:06,Metulla
Wednesday 15.05.2024,Hostile aircraft intrusion,19:52,Kfar Nehar HaYarden
Wednesday 15.05.2024,Missiles,17:01,"Sderot, Ivim, Nir Am"
Wednesday 15.05.2024,Missiles,16:19,Rosh HaNikra
Wednesday 15.05.2024,Missiles,16:19,"Shlomi, Betzet"
Wednesday 15.05.2024,Missiles,12:19,Netiv HaAssara
Wednesday 15.05.2024,Missiles,12:02,Jish (Gush Halav)
Wednesday 15.05.2024,Missiles,12:02,"Safsufa (Kfar Hoshen), Or HaGanuz, Zivon, Sassa, Sdeh Meron School"
Wednesday 15.05.2024,Missiles,12:01,"Merom Hagalil Regional Council, Meron, Bar Yochai"
Wednesday 15.05.2024,Missiles,12:01,Zivon
Wednesday 15.05.2024,Missiles,12:00,Baram
Wednesday 15.05.2024,Missiles,12:00,Meron
Wednesday 15.05.2024,Missiles,11:50,Zivon
Wednesday 15.05.2024,Missiles,11:50,Sassa
Wednesday 15.05.2024,Missiles,11:50,Sdeh Meron School
Wednesday 15.05.2024,Missiles,11:48,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Kfar Giladi"
Wednesday 15.05.2024,Missiles,10:00,"Sderot, Ivim, Nir Am"
Wednesday 15.05.2024,Missiles,09:04,"Sderot, Ivim, Nir Am"
Tuesday 14.05.2024,Missiles,15:58,Majdal Shams
Tuesday 14.05.2024,Missiles,14:04,"Sderot, Ivim, Nir Am"
Tuesday 14.05.2024,Missiles,13:17,"Arab al-Aramshe, Ya'ara, Hanita, Goren, Eilon, Idmit"
Tuesday 14.05.2024,Missiles,13:03,Idmit
Tuesday 14.05.2024,Missiles,13:02,Arab al-Aramshe
Tuesday 14.05.2024,Missiles,13:00,Arab al-Aramshe
Tuesday 14.05.2024,Missiles,07:58,"Mavki'im, Karmia, Zikim, Ashkelon Southern Industrial Zone, Ashkelon - South"
Monday 13.05.2024,Missiles,18:56,"Netiv HaAssara, Karmia, Yad Mordechai"
Monday 13.05.2024,Hostile aircraft intrusion,16:58,"Fassuta, Netua, Alkosh, Abirim"
Monday 13.05.2024,Hostile aircraft intrusion,14:47,"Snir, Shear Yeshuv, Dan, Ghajar, HaGoshrim, Dafna"
Monday 13.05.2024,Missiles,13:00,"Fassuta, Netua, Matat, Alkosh"
Monday 13.05.2024,Missiles,10:38,"Mevo'ot Hermon Regional Council, Iftach"
Monday 13.05.2024,Missiles,08:55,Netiv HaAssara
Monday 13.05.2024,Missiles,08:50,Mefalsim
Monday 13.05.2024,Hostile aircraft intrusion,08:21,"Arab al-Aramshe, Ya'ara, Hanita, Gornot HaGalil, Goren, Eilon, Idmit"
Monday 13.05.2024,Hostile aircraft intrusion,08:20,"Shlomi, Rosh HaNikra, Metzuba, Lehman, Betzet, Achziv Miluot Industrial Zone"
Monday 13.05.2024,Hostile aircraft intrusion,07:27,"Yir'on, Baram, Avivim"
Sunday 12.05.2024,Hostile aircraft intrusion,23:09,"Ramot Naftali, Mevo'ot Hermon Regional Council, Malkia, Iftach, Dishon"
Sunday 12.05.2024,Missiles,21:06,Kissufim
Sunday 12.05.2024,Missiles,20:06,Nachal Oz
Sunday 12.05.2024,Missiles,20:06,"Sderot, Ivim, Nir Am"
Sunday 12.05.2024,Missiles,20:06,Nir- Um shooting range
Sunday 12.05.2024,Missiles,17:05,"Sderot, Ivim, Nir Am"
Sunday 12.05.2024,Hostile aircraft intrusion,16:48,"Ein Yacov, Cabri, Yechiam, Ga'aton"
Sunday 12.05.2024,Missiles,16:00,"Sderot, Ivim, Nir Am, Gavim, Sapir College"
Sunday 12.05.2024,Missiles,15:52,Iftach
Sunday 12.05.2024,Missiles,14:12,Ashkelon - South
Sunday 12.05.2024,Missiles,13:40,Kerem Shalom
Sunday 12.05.2024,Missiles,06:45,Gesher HaZiv
Sunday 12.05.2024,Missiles,06:44,"Lehman, Achziv Miluot Industrial Zone, Nahariya"
Sunday 12.05.2024,Missiles,01:10,Ashkelon Southern Industrial Zone
Sunday 12.05.2024,Missiles,01:10,Ashkelon - South
Saturday 11.05.2024,Missiles,23:39,"Tel Hai, Misgav Am, Margaliot, Kfar Giladi"
Saturday 11.05.2024,Hostile aircraft intrusion,19:18,"Shamir, Sdeh Nechemia, Ramot Naftali, Amir, Neot Mordechai, Mevo'ot Hermon Regional Council, Malkia, Lehavot HaBashan, Kfar Szold, Kfar Blum, Iftach, Dishon, Gonen"
Saturday 11.05.2024,Hostile aircraft intrusion,19:14,"Snir, Shear Yeshuv, Dan, Ghajar, HaGoshrim, Dafna, Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Saturday 11.05.2024,Hostile aircraft intrusion,19:11,"Snir, Shear Yeshuv, Dan, Ghajar, HaGoshrim, Dafna"
Saturday 11.05.2024,Hostile aircraft intrusion,19:10,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Saturday 11.05.2024,Missiles,18:13,Dudaim Site
Saturday 11.05.2024,Missiles,15:00,Kerem Shalom
Friday 10.05.2024,Missiles,19:16,Dudaim Site
Friday 10.05.2024,Missiles,19:16,Lakiya
Friday 10.05.2024,Missiles,19:15,Beer Sheva - North
Friday 10.05.2024,Missiles,19:15,Hatzerim
Friday 10.05.2024,Missiles,19:15,"Beer Sheva - West, Beer Sheva - South"
Friday 10.05.2024,Missiles,18:30,Margaliot
Friday 10.05.2024,Missiles,18:30,Kiryat Shmona
Friday 10.05.2024,Missiles,17:46,Margaliot
Friday 10.05.2024,Missiles,17:46,Kiryat Shmona
Friday 10.05.2024,Missiles,17:46,Tel Hai
Friday 10.05.2024,Missiles,17:46,Kfar Giladi
Friday 10.05.2024,Missiles,17:46,Misgav Am
Friday 10.05.2024,Missiles,17:45,Kiryat Shmona
Friday 10.05.2024,Missiles,17:40,Kiryat Shmona
Friday 10.05.2024,Missiles,17:33,Lakiya
Friday 10.05.2024,Missiles,17:33,Dudaim Site
Friday 10.05.2024,Missiles,17:33,"Beer Sheva - West, Beer Sheva - South"
Friday 10.05.2024,Missiles,17:33,Hatzerim
Friday 10.05.2024,Missiles,17:30,Iftach
Friday 10.05.2024,Hostile aircraft intrusion,14:20,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Friday 10.05.2024,Missiles,09:57,Kerem Shalom
Friday 10.05.2024,Missiles,09:48,Kerem Shalom
Friday 10.05.2024,Missiles,09:03,Holit
Friday 10.05.2024,Missiles,09:03,Sufa
Thursday 09.05.2024,Hostile aircraft intrusion,17:28,"Ramot Naftali, Mevo'ot Hermon Regional Council, Malkia, Iftach, Dishon"
Thursday 09.05.2024,Hostile aircraft intrusion,17:28,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Thursday 09.05.2024,Missiles,17:09,Shlomi
Thursday 09.05.2024,Hostile aircraft intrusion,17:01,"Ramot Naftali, Mevo'ot Hermon Regional Council, Malkia, Iftach, Dishon"
Thursday 09.05.2024,Hostile aircraft intrusion,16:59,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Thursday 09.05.2024,Hostile aircraft intrusion,16:59,Metulla
Thursday 09.05.2024,Hostile aircraft intrusion,16:57,"Snir, Shear Yeshuv, Dan, Ghajar, HaGoshrim, Dafna, Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Thursday 09.05.2024,Missiles,14:21,Netua
Thursday 09.05.2024,Missiles,14:20,Netua
Wednesday 08.05.2024,Hostile aircraft intrusion,22:34,"Keshet, Yonatan"
Wednesday 08.05.2024,Missiles,18:32,Kerem Shalom
Wednesday 08.05.2024,Missiles,16:45,Shlomit
Wednesday 08.05.2024,Hostile aircraft intrusion,16:16,"Fassuta, Netua, Alkosh, Abirim"
Wednesday 08.05.2024,Missiles,16:15,"Fassuta, Netua, Matat, Alkosh"
Wednesday 08.05.2024,Hostile aircraft intrusion,15:23,"Arab al-Aramshe, Ya'ara, Hanita, Gornot HaGalil, Goren, Eilon, Idmit"
Wednesday 08.05.2024,Missiles,15:21,Idmit
Wednesday 08.05.2024,Hostile aircraft intrusion,15:21,"Shlomi, Rosh HaNikra, Metzuba, Lehman, Betzet, Achziv Miluot Industrial Zone"
Wednesday 08.05.2024,Missiles,15:21,Ya'ara
Wednesday 08.05.2024,Missiles,15:21,"Shlomi, Metzuba"
Wednesday 08.05.2024,Hostile aircraft intrusion,15:20,"Avdon, Neveh Ziv, Manot"
Wednesday 08.05.2024,Missiles,15:20,"Goren, Eilon"
Wednesday 08.05.2024,Hostile aircraft intrusion,15:19,"Arab al-Aramshe, Ya'ara, Hanita, Gornot HaGalil, Goren, Eilon, Idmit"
Wednesday 08.05.2024,Missiles,15:19,Arab al-Aramshe
Wednesday 08.05.2024,Hostile aircraft intrusion,15:14,"Sha'al, Kela"
Wednesday 08.05.2024,Missiles,11:36,"Shlomi, Metzuba"
Wednesday 08.05.2024,Missiles,11:36,Hanita
Wednesday 08.05.2024,Missiles,11:01,"Shtula, Shomera, Zarit, Even Menachem"
Tuesday 07.05.2024,Missiles,23:15,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Kfar Yuval , Kfar Giladi"
Tuesday 07.05.2024,Missiles,23:05,"Yir'on, Avivim"
Tuesday 07.05.2024,Missiles,17:57,Reim
Tuesday 07.05.2024,Missiles,17:57,"Ein HaShlosha, Kissufim"
Tuesday 07.05.2024,Missiles,15:18,"Sdeh Avraham, Holit, Dekel"
Tuesday 07.05.2024,Missiles,15:18,"Yated, Avshalom"
Tuesday 07.05.2024,Hostile aircraft intrusion,15:05,"Sha'al, Snir, Shear Yeshuv, Kela, Dan, Ghajar, HaGoshrim, Dafna"
Tuesday 07.05.2024,Missiles,14:15,"Gornot HaGalil, Goren"
Tuesday 07.05.2024,Missiles,14:14,"Mi'ilya, Hila"
Tuesday 07.05.2024,Hostile aircraft intrusion,13:33,"Ramot Naftali, Mevo'ot Hermon Regional Council, Malkia, Iftach, Dishon"
Tuesday 07.05.2024,Hostile aircraft intrusion,13:30,"Ramot Naftali, Mevo'ot Hermon Regional Council, Malkia, Iftach, Dishon, Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Tuesday 07.05.2024,Hostile aircraft intrusion,13:12,"Shamir, Sdeh Nechemia, Amir, Neot Mordechai, Lehavot HaBashan, Kfar Szold, Kfar Blum, Gonen, Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Tuesday 07.05.2024,Missiles,13:12,Neot Mordechai
Tuesday 07.05.2024,Hostile aircraft intrusion,13:10,"Ramot Naftali, Mevo'ot Hermon Regional Council, Malkia, Iftach, Dishon"
Tuesday 07.05.2024,Hostile aircraft intrusion,12:42,"Ramot Naftali, Mevo'ot Hermon Regional Council, Malkia, Iftach, Dishon, Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Tuesday 07.05.2024,Missiles,10:59,Kerem Shalom
Monday 06.05.2024,Missiles,23:00,"Gavim, Sapir College"
Monday 06.05.2024,Missiles,23:00,Mefalsim
Monday 06.05.2024,Missiles,22:59,"Sderot, Ivim, Nir Am"
Monday 06.05.2024,Missiles,19:00,"Gavim, Sapir College"
