date,category,time,location
Monday 06.05.2024,Hostile aircraft intrusion,12:10,"Snir, Shamir, Sdeh Nechemia, Shear Yeshuv, Dan, Amir, Ghajar, Neot Mordechai, Lehavot HaBashan, Kfar Szold, Kfar Blum, HaGoshrim, Dafna, Gonen"
Monday 06.05.2024,Hostile aircraft intrusion,12:09,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Monday 06.05.2024,Missiles,11:30,Metulla
Monday 06.05.2024,Hostile aircraft intrusion,11:28,"Snir, Shamir, Sdeh Nechemia, Shear Yeshuv, Dan, Amir, Ghajar, Neot Mordechai, Lehavot HaBashan, Kfar Szold, Kfar Blum, HaGoshrim, Dafna, Gonen"
Monday 06.05.2024,Hostile aircraft intrusion,11:27,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Monday 06.05.2024,Missiles,09:06,Kidmat Zvi
Monday 06.05.2024,Missiles,09:02,"Katzrin, Katzrin - Industrial Area, Kidmat Zvi"
Monday 06.05.2024,Missiles,09:01,Neot Mordechai
Monday 06.05.2024,Missiles,09:01,Kidmat Zvi
Sunday 05.05.2024,Missiles,15:36,"HaGoshrim, Dafna"
Sunday 05.05.2024,Missiles,15:36,Snir
Sunday 05.05.2024,Missiles,15:36,"Shear Yeshuv, Dan"
Sunday 05.05.2024,Missiles,15:35,"Ma'ayan Baruch, Beit Hillel"
Sunday 05.05.2024,Missiles,15:35,"Snir, Shear Yeshuv, Dan, HaGoshrim, Dafna"
Sunday 05.05.2024,Missiles,13:31,Kerem Shalom
Sunday 05.05.2024,Missiles,13:13,Kiryat Shmona
Sunday 05.05.2024,Missiles,13:13,Dafna
Sunday 05.05.2024,Missiles,13:13,"HaGoshrim, Beit Hillel"
Sunday 05.05.2024,Missiles,13:13,Tel Hai
Sunday 05.05.2024,Missiles,13:13,Margaliot
Sunday 05.05.2024,Missiles,13:13,Kiryat Shmona
Sunday 05.05.2024,Missiles,13:12,Misgav Am
Sunday 05.05.2024,Missiles,13:12,Kiryat Shmona
Sunday 05.05.2024,Missiles,13:00,Kiryat Shmona
Sunday 05.05.2024,Missiles,07:14,"Ramot Naftali, Mevo'ot Hermon Regional Council, Iftach"
Friday 03.05.2024,Missiles,14:48,Zivon
Friday 03.05.2024,Missiles,12:52,"Kfar Yassif, Klil, Yarka, Yanuh-Jat, Julis, Abu Snan"
Wednesday 01.05.2024,Missiles,17:01,Metulla
Wednesday 01.05.2024,Missiles,08:10,"Hurfeish, Fassuta, Netua, Matat, Alkosh"
Wednesday 01.05.2024,Missiles,07:59,Netua
